Project,Species,PacBio?,10x?,HiC-Arima2?,HiC-Dovetail?,HiC-Qiagen?,Primary Assembly?
darwin,Emmelina_monodactyla,Yes,Yes,Yes,No,No,Yes
darwin,Ennomos_quercinarius,Yes,Yes,Yes,No,No,Yes
darwin,Dolichovespula_media,Yes,Yes,Yes,No,No,Yes
darwin,Thaumetopoea_processionea,No,No,Yes,No,No,No
darwin,Demetrias_atricapillus,Yes,No,No,No,No,No
darwin,Heptagenia_sulphurea,No,Yes,Yes,No,No,No
darwin,Drosophila_immigrans,No,No,Yes,No,No,No
darwin,Trypoxylon_clavicerum,Yes,No,No,No,No,Yes
darwin,Scaeva_pyrastri,Yes,Yes,Yes,No,No,Yes
darwin,Psilothrix_viridicoeruleus,No,No,Yes,No,No,No
darwin,Tipula_paludosa,Yes,Yes,Yes,No,No,Yes
darwin,Agriphila_tristella,Yes,Yes,Yes,No,No,Yes
darwin,Cyaniris_semiargus,Yes,Yes,No,No,No,Yes
darwin,Mesembrina_meridiana,Yes,Yes,No,No,No,Yes
darwin,Cheilosia_illustrata,Yes,No,No,No,No,No
darwin,Brachylomia_viminalis,Yes,Yes,Yes,No,No,No
darwin,Notiophilus_substriatus,No,No,Yes,No,No,No
darwin,Eristalis_nemorum,No,No,Yes,No,No,No
darwin,Dinocras_cephalotes,No,Yes,No,No,No,No
darwin,Eilema_complana,No,Yes,Yes,No,No,No
darwin,Adalia_decempunctata,Yes,Yes,Yes,No,No,No
darwin,Isoperla_grammatica,Yes,Yes,Yes,No,No,No
darwin,Cionus_hortulanus,No,No,Yes,No,No,No
darwin,Atolmis_rubricollis,Yes,Yes,Yes,No,No,No
darwin,Lysandra_coridon,Yes,Yes,Yes,No,No,Yes
darwin,Apeira_syringaria,Yes,No,No,No,No,Yes
darwin,Euproctis_similis,Yes,Yes,No,No,Yes,Yes
darwin,Sphecodes_hyalinatus,Yes,Yes,No,No,No,No
darwin,Lygephila_pastinum,Yes,No,Yes,No,No,No
darwin,Synanthedon_vespiformis,Yes,Yes,Yes,No,No,Yes
darwin,Pyrochroa_coccinea,No,No,Yes,No,No,No
darwin,Xanthorhoe_fluctuata,Yes,Yes,No,No,No,Yes
darwin,Diachrysia_chrysitis,Yes,No,Yes,No,No,Yes
darwin,Phosphuga_atrata,Yes,Yes,Yes,No,No,Yes
darwin,Lasioglossum_pauxillum,Yes,No,Yes,No,No,Yes
darwin,Tethea_ocularis,No,Yes,Yes,No,No,No
darwin,Elophila_nymphaeata,Yes,Yes,No,No,No,No
darwin,Calliteara_pudibunda,No,No,Yes,No,No,No
darwin,Muscina_levida,No,Yes,Yes,No,No,No
darwin,Apamea_monoglypha,Yes,Yes,Yes,No,No,Yes
darwin,Platycnemis_pennipes,Yes,No,Yes,No,No,No
darwin,Eupeodes_latifasciatus,Yes,Yes,Yes,No,No,Yes
darwin,Rhingia_campestris,Yes,Yes,No,No,No,Yes
darwin,Onthophagus_coenobita,No,No,Yes,No,No,No
darwin,Yponomeuta_evonymella,No,Yes,No,No,No,No
darwin,Lasioglossum_lativentre,Yes,Yes,Yes,No,No,Yes
darwin,Lomaspilis_marginata,Yes,Yes,No,No,No,No
darwin,Buathra_laborator,Yes,Yes,Yes,No,No,Yes
darwin,Anoplius_nigerrimus,Yes,Yes,Yes,No,No,Yes
darwin,Eulithis_prunata,Yes,Yes,Yes,No,No,Yes
darwin,Phaonia_pallida,Yes,Yes,Yes,No,No,No
darwin,Cixius_nervosus,Yes,Yes,No,No,No,No
darwin,Myelois_circumvoluta,Yes,Yes,Yes,No,No,No
darwin,Cantharis_pellucida,No,No,Yes,No,No,No
darwin,Mythimna_ferrago,Yes,Yes,Yes,No,No,Yes
darwin,Micropterix_aruncella,No,Yes,No,No,No,No
darwin,Schrankia_costaestrigalis,Yes,Yes,Yes,No,No,Yes
darwin,Melanotus_villosus,No,No,Yes,No,No,No
darwin,Pammene_aurana,No,No,Yes,No,No,No
darwin,Synanthedon_andrenaeformis,Yes,Yes,Yes,No,No,No
darwin,Euphydryas_aurinia,Yes,Yes,No,No,No,Yes
darwin,Opisthograptis_luteolata,Yes,Yes,Yes,No,No,Yes
darwin,Gymnoscelis_rufifasciata,Yes,Yes,Yes,No,No,Yes
darwin,Axylia_putris,Yes,Yes,Yes,No,No,No
darwin,Hoplodrina_ambigua,No,Yes,Yes,No,No,No
darwin,Colotois_pennaria,Yes,Yes,Yes,No,No,No
darwin,Pseudargyrotoza_conwagana,No,Yes,No,No,No,No
darwin,Eristalis_arbustorum,Yes,Yes,Yes,No,Yes,Yes
darwin,Phasia_hemiptera,Yes,Yes,Yes,No,No,No
darwin,Andrena_haemorrhoa,Yes,Yes,Yes,No,No,Yes
darwin,Nymphula_nitidulata,Yes,Yes,No,No,No,No
darwin,Balanococcus_diminutus,No,Yes,Yes,No,No,No
darwin,Vespula_vulgaris,Yes,Yes,Yes,No,No,Yes
darwin,Coenagrion_puella,Yes,Yes,Yes,No,No,No
darwin,Catoptria_pinella,Yes,Yes,No,No,No,Yes
darwin,Teleogryllus_oceanicus,Yes,Yes,Yes,No,No,Yes
darwin,Hepialus_humuli,Yes,No,Yes,No,No,No
darwin,Calvia_quattuordecimguttata,Yes,No,No,No,No,No
darwin,Dolichovespula_saxonica,Yes,Yes,Yes,No,No,Yes
darwin,Colocasia_coryli,Yes,No,No,No,No,No
darwin,Chrysoteuchia_culmella,Yes,Yes,Yes,No,No,Yes
darwin,Gracillaria_syringella,No,Yes,No,No,No,No
darwin,Euthycera_fumigata,Yes,Yes,Yes,No,No,No
darwin,Herminia_tarsipennalis,Yes,Yes,No,No,No,No
darwin,Ecdyonurus_venosus,No,No,Yes,No,No,No
darwin,Sepedon_sphegea,No,No,Yes,No,No,No
darwin,Podabrus_alpinus,Yes,Yes,Yes,No,No,Yes
darwin,Agriotes_acuminatus,No,No,Yes,No,No,No
darwin,Anthomyia_pluvialis,Yes,Yes,Yes,No,No,No
darwin,Ostrinia_nubilalis,Yes,Yes,No,No,No,Yes
darwin,Harpalus_affinis,No,No,Yes,No,No,No
darwin,Volucella_inflata,Yes,Yes,Yes,No,No,Yes
darwin,Apamea_scolopacina,Yes,Yes,Yes,No,No,No
darwin,Tipula_lateralis,No,No,Yes,No,No,No
darwin,Morellia_simplex,Yes,No,No,No,No,No
darwin,Sisyra_nigra,No,Yes,No,No,No,No
darwin,Nabis_rugosus,Yes,Yes,Yes,No,No,No
darwin,Mamestra_brassicae,Yes,Yes,Yes,No,No,Yes
darwin,Chrysolina_oricalcia,Yes,Yes,Yes,No,No,No
darwin,Phratora_laticollis,No,No,Yes,No,No,No
darwin,Satyrium_w-album,Yes,Yes,No,No,No,Yes
darwin,Chalcolestes_viridis,Yes,Yes,Yes,No,No,No
darwin,Endotricha_flammealis,Yes,Yes,No,No,No,Yes
darwin,Blaesoxipha_plumicornis,Yes,Yes,No,No,No,No
darwin,Cydia_fagiglandana,Yes,Yes,No,No,No,Yes
darwin,Scathophaga_stercoraria,Yes,Yes,No,No,No,Yes
darwin,Diplectrona_felix,No,No,Yes,No,No,No
darwin,Thyatira_batis,Yes,Yes,No,No,No,Yes
darwin,Pterostichus_vernalis,No,No,Yes,No,No,No
darwin,Cercopis_vulnerata,Yes,Yes,Yes,No,No,No
darwin,Issus_coleoptratus,Yes,Yes,No,No,No,No
darwin,Sphecodes_monilicornis,Yes,Yes,Yes,No,No,Yes
darwin,Volucella_inanis,Yes,Yes,Yes,No,No,Yes
darwin,Anoscopus_histrionicus,Yes,No,Yes,No,No,No
darwin,Lysandra_bellargus,Yes,Yes,Yes,No,No,Yes
darwin,Leptocerus_tineiformis,No,No,Yes,No,No,No
darwin,Osmia_bicornis,Yes,Yes,No,No,No,No
darwin,Myopa_tessellatipennis,No,No,Yes,No,No,No
darwin,Pseudoprotapion_astragali,No,No,Yes,No,No,No
darwin,Oulema_melanopus,Yes,Yes,No,No,No,No
darwin,Harmonia_axyridis,Yes,Yes,Yes,No,No,Yes
darwin,Anaplectoides_prasina,Yes,No,Yes,No,No,No
darwin,Clivina_fossor,No,No,Yes,No,No,No
darwin,Agonopterix_subpropinquella,Yes,Yes,Yes,No,No,Yes
darwin,Pieris_napi,Yes,Yes,No,No,No,Yes
darwin,Plodia_interpunctella,Yes,No,No,No,No,No
darwin,Noterus_clavicornis,No,Yes,Yes,No,No,No
darwin,Hemaris_fuciformis,Yes,Yes,No,No,No,No
darwin,Helophilus_pendulus,Yes,Yes,No,No,No,No
darwin,Silo_pallipes,Yes,Yes,Yes,No,No,No
darwin,Villa_cingulata,No,Yes,Yes,No,No,No
darwin,Nedyus_quadrimaculatus,No,No,Yes,No,No,No
darwin,Conops_quadrifasciatus,No,No,Yes,No,No,No
darwin,Episyrphus_balteatus,Yes,Yes,Yes,No,No,Yes
darwin,Pandemis_cinnamomeana,Yes,No,Yes,No,No,Yes
darwin,Pegoplata_infirma,No,No,Yes,No,No,No
darwin,Athalia_rosae,Yes,Yes,Yes,No,No,Yes
darwin,Acrobasis_repandana,Yes,No,No,No,No,Yes
darwin,Eristalis_horticola,Yes,Yes,No,No,No,Yes
darwin,Trypoxylon_attenuatum,No,No,Yes,No,No,No
darwin,Bembecia_ichneumoniformis,Yes,Yes,Yes,No,No,Yes
darwin,Limnephilus_marmoratus,Yes,Yes,Yes,No,No,Yes
darwin,Ilyocoris_cimicoides,No,Yes,Yes,No,No,No
darwin,Plutella_xylostella,Yes,Yes,Yes,No,No,Yes
darwin,Hylaeus_communis,Yes,Yes,No,No,No,Yes
darwin,Lophosceles_cinereiventris,Yes,Yes,No,No,No,No
darwin,Coreus_marginatus,Yes,Yes,Yes,No,No,No
darwin,Limnobaris_t-album,Yes,Yes,No,No,No,No
darwin,Macaria_notata,Yes,Yes,Yes,No,No,Yes
darwin,Velia_caprai,No,No,Yes,No,No,No
darwin,Rhinophora_lepida,Yes,Yes,No,No,No,No
darwin,Hamearis_lucina,Yes,Yes,No,No,No,Yes
darwin,Hydrobius_fuscipes,Yes,Yes,Yes,No,No,No
darwin,Volucella_bombylans,No,Yes,Yes,No,No,No
darwin,Evagetes_crassicornis,Yes,Yes,No,No,No,Yes
darwin,Rhabdomiris_striatellus,No,No,Yes,No,No,No
darwin,Erebia_ligea,Yes,Yes,No,No,No,Yes
darwin,Amphipyra_berbera,Yes,Yes,Yes,No,No,Yes
darwin,Actia_lamia,Yes,Yes,No,No,No,No
darwin,Anotylus_rugosus,Yes,No,No,No,No,No
darwin,Coccinella_septempunctata,Yes,Yes,Yes,No,No,Yes
darwin,Notodonta_ziczac,Yes,Yes,Yes,No,No,Yes
darwin,Psylliodes_chrysocephala,No,Yes,No,No,No,No
darwin,Cochylimorpha_straminea,Yes,No,No,No,No,No
darwin,Perizoma_flavofasciatum,Yes,Yes,No,No,No,Yes
darwin,Agriopis_aurantiaria,Yes,Yes,Yes,No,No,Yes
darwin,Hoplodrina_octogenaria,Yes,No,No,No,No,No
darwin,Nabis_ferus,Yes,Yes,No,No,No,No
darwin,Chrysotoxum_bicinctum,Yes,Yes,Yes,No,No,Yes
darwin,Timarcha_tenebricosa,No,Yes,Yes,No,No,No
darwin,Sphecodes_ephippius,Yes,Yes,No,No,No,Yes
darwin,Agonopterix_alstromeriana,No,Yes,No,No,No,No
darwin,Apocheima_pilosaria,No,Yes,Yes,No,No,No
darwin,Agonopterix_arenella,Yes,Yes,Yes,No,No,Yes
darwin,Udea_olivalis,No,Yes,No,No,No,No
darwin,Lucilia_caesar,No,Yes,Yes,No,No,No
darwin,Orthetrum_cancellatum,No,No,Yes,No,No,No
darwin,Athalia_cordata,Yes,Yes,No,No,No,Yes
darwin,Nephrotoma_flavipalpis,Yes,Yes,Yes,No,No,No
darwin,Thecophora_atra,Yes,No,Yes,No,No,Yes
darwin,Exorista_rustica,No,Yes,Yes,No,No,No
darwin,Elasmostethus_interstinctus,Yes,Yes,Yes,No,No,No
darwin,Ochlodes_sylvanus,Yes,Yes,Yes,No,No,Yes
darwin,Seladonia_tumulorum,Yes,Yes,Yes,No,No,Yes
darwin,Planococcus_citri,Yes,Yes,Yes,No,No,No
darwin,Bombus_sylvestris,Yes,Yes,Yes,No,No,Yes
darwin,Rhopobota_naevana,Yes,Yes,No,No,No,Yes
darwin,Phaonia_rufiventris,Yes,Yes,No,No,No,No
darwin,Syrphus_ribesii,Yes,Yes,No,No,No,No
darwin,Eucosma_campoliliana,Yes,Yes,No,No,No,Yes
darwin,Zygaena_filipendulae,Yes,Yes,Yes,No,No,Yes
darwin,Ptilinus_pectinicornis,No,No,No,No,No,No
darwin,Elmis_aenea,No,No,Yes,No,No,No
darwin,Stenodema_laevigata,Yes,Yes,No,No,No,No
darwin,Leuctra_inermis,No,Yes,No,No,No,No
darwin,Herina_lugubris,Yes,Yes,Yes,No,No,No
darwin,Heteropelma_amictum,No,No,Yes,No,No,No
darwin,Brachyopa_scutellaris,No,No,Yes,No,No,No
darwin,Thymelicus_lineola,Yes,Yes,No,No,No,Yes
darwin,Rutpela_maculata,Yes,Yes,Yes,No,No,No
darwin,Calamotropha_paludella,Yes,Yes,Yes,No,No,Yes
darwin,Hypena_proboscidalis,Yes,Yes,No,No,Yes,Yes
darwin,Halyzia_sedecimguttata,Yes,Yes,Yes,No,No,No
darwin,Scoliopteryx_libatrix,Yes,Yes,Yes,No,No,No
darwin,Noctua_janthe,Yes,Yes,Yes,No,No,Yes
darwin,Fannia_serena,Yes,Yes,No,No,No,No
darwin,Scambus_nigricans,Yes,No,No,No,No,Yes
darwin,Epuraea_melanocephala,No,No,Yes,No,No,No
darwin,Platycis_minutus,Yes,No,No,No,No,No
darwin,Pterostichus_madidus,Yes,Yes,Yes,No,No,Yes
darwin,Leptophyes_punctatissima,No,Yes,Yes,No,No,No
darwin,Korscheltellus_lupulinus,Yes,Yes,No,No,No,No
darwin,Bombus_lapidarius,Yes,Yes,Yes,No,No,No
darwin,Xanthogramma_pedissequum,Yes,Yes,Yes,No,No,Yes
darwin,Diarsia_rubi,Yes,Yes,Yes,No,No,No
darwin,Calliphora_vicina,Yes,Yes,Yes,No,No,No
darwin,Fissipunctia_ypsillon,Yes,Yes,Yes,No,No,No
darwin,Leuctra_nigra,Yes,No,Yes,No,No,Yes
darwin,Himacerus_mirmicoides,Yes,Yes,No,No,No,Yes
darwin,Pheosia_gnoma,Yes,Yes,Yes,No,No,Yes
darwin,Rhagio_scolopaceus,No,Yes,No,No,No,No
darwin,Chaetopteryx_villosa,Yes,No,Yes,No,No,No
darwin,Opsius_stactogalus,Yes,Yes,No,No,No,No
darwin,Ichneumon_xanthorius,Yes,Yes,Yes,No,No,Yes
darwin,Geometra_papilionaria,No,Yes,Yes,No,No,No
darwin,Cartodere_nodifer,No,No,Yes,No,No,No
darwin,Crossocerus_megacephalus,Yes,Yes,No,No,No,No
darwin,Chrysopilus_cristatus,No,Yes,Yes,No,No,No
darwin,Chorisops_tibialis,No,No,Yes,No,No,No
darwin,Bombus_rupestris,Yes,Yes,No,No,No,No
darwin,Sarcophaga_haemorrhoa,No,Yes,No,No,No,No
darwin,Sphecodes_crassus,Yes,Yes,No,No,No,No
darwin,Eupithecia_tripunctaria,Yes,No,No,No,No,Yes
darwin,Pyrausta_despicata,No,Yes,Yes,No,No,No
darwin,Sphaerophoria_taeniata,Yes,No,Yes,No,No,Yes
darwin,Centrotus_cornutus,Yes,Yes,Yes,No,No,No
darwin,Hemithea_aestivaria,No,Yes,No,No,No,No
darwin,Glaucopsyche_alexis,Yes,Yes,Yes,No,No,Yes
darwin,Oplodontha_viridula,Yes,Yes,No,No,No,No
darwin,Euzophera_pinguis,No,Yes,No,No,No,No
darwin,Xantholinus_longiventris,No,No,Yes,No,No,No
darwin,Bicyclus_anynana,Yes,No,Yes,No,No,No
darwin,Autographa_gamma,Yes,Yes,No,No,Yes,Yes
darwin,Tricholauxania_praeusta,Yes,No,Yes,No,No,No
darwin,Acronicta_aceris,Yes,Yes,Yes,No,No,Yes
darwin,Scopula_imitaria,Yes,No,No,No,No,No
darwin,Hebecnema_nigricolor,No,No,Yes,No,No,No
darwin,Catocala_nupta,No,Yes,Yes,No,No,No
darwin,Sicus_ferrugineus,Yes,Yes,Yes,No,No,Yes
darwin,Epistrophe_eligans,No,Yes,No,No,No,No
darwin,Polyommatus_icarus,Yes,Yes,Yes,No,No,Yes
darwin,Alysia_manducator,No,No,Yes,No,No,No
darwin,Adicella_reducta,No,No,Yes,No,No,No
darwin,Thymelicus_sylvestris,Yes,Yes,Yes,No,Yes,Yes
darwin,Otiorhynchus_singularis,No,No,Yes,No,No,No
darwin,Pollenia_angustigena,Yes,Yes,Yes,No,No,Yes
darwin,Syrphus_vitripennis,No,No,Yes,No,No,No
darwin,Acronicta_rumicis,Yes,Yes,Yes,No,No,No
darwin,Notonecta_glauca,Yes,No,Yes,No,No,Yes
darwin,Dolichovespula_norwegica,Yes,Yes,Yes,No,No,No
darwin,Poecilocampa_populi,Yes,Yes,No,No,No,No
darwin,Dolichopus_plumipes,No,No,Yes,No,No,No
darwin,Chorthippus_albomarginatus,Yes,Yes,Yes,No,No,No
darwin,Plectrocnemia_conspersa,No,No,Yes,No,No,No
darwin,Graphocephala_fennahi,No,No,Yes,No,No,No
darwin,Vespa_velutina,Yes,Yes,No,No,No,No
darwin,Nebria_brevicollis,Yes,Yes,Yes,No,No,Yes
darwin,Myathropa_florea,Yes,Yes,Yes,No,No,Yes
darwin,Asthena_albulata,No,No,Yes,No,No,No
darwin,Laothoe_populi,Yes,Yes,Yes,No,No,Yes
darwin,Aricia_artaxerxes,Yes,Yes,No,No,No,Yes
darwin,Gomphocerippus_rufus,Yes,Yes,Yes,No,No,No
darwin,Agriopis_marginaria,No,No,Yes,No,No,No
darwin,Stethophyma_grossum,No,No,Yes,No,No,No
darwin,Andrena_minutula,Yes,Yes,Yes,No,No,Yes
darwin,Lozotaeniodes_formosana,Yes,Yes,Yes,No,No,No
darwin,Pollenia_amentaria,Yes,Yes,Yes,No,No,No
darwin,Coenosia_intermedia,Yes,No,Yes,No,No,No
darwin,Otiorhynchus_sulcatus,Yes,Yes,Yes,No,No,No
darwin,Rhopalus_subrufus,Yes,No,Yes,No,No,No
darwin,Halesus_radiatus,No,No,Yes,No,No,No
darwin,Enallagma_cyathigerum,Yes,Yes,No,No,No,No
darwin,Cloeon_dipterum,Yes,Yes,Yes,No,No,Yes
darwin,Cheilosia_vulpina,Yes,Yes,Yes,No,No,Yes
darwin,Himacerus_apterus,Yes,Yes,No,No,No,No
darwin,Rhytistylus_proceps,No,No,Yes,No,No,No
darwin,Macropis_europaea,Yes,Yes,Yes,No,No,Yes
darwin,Agapeta_hamana,No,Yes,No,No,No,No
darwin,Patania_ruralis,Yes,Yes,Yes,No,No,No
darwin,Lilioceris_lilii,Yes,Yes,Yes,No,No,No
darwin,Curculio_glandium,Yes,Yes,No,No,No,No
darwin,Peribatodes_rhomboidaria,Yes,Yes,Yes,No,No,Yes
darwin,Cheilosia_soror,Yes,Yes,No,No,No,Yes
darwin,Andrena_dorsata,Yes,Yes,Yes,No,No,Yes
darwin,Lucilia_richardsi,Yes,Yes,No,No,No,Yes
darwin,Idaea_seriata,No,No,Yes,No,No,No
darwin,Aphrodes_makarovi,Yes,Yes,No,No,No,No
darwin,Idaea_dimidiata,No,Yes,No,No,No,No
darwin,Limnia_unguicornis,No,Yes,No,No,No,No
darwin,Rhagio_tringarius,Yes,Yes,Yes,No,No,No
darwin,Deilephila_elpenor,No,Yes,No,No,No,No
darwin,Cantharis_nigricans,No,Yes,Yes,No,No,No
darwin,Fabriciana_adippe,Yes,Yes,Yes,No,No,Yes
darwin,Anthomyia_liturata,Yes,Yes,Yes,No,No,No
darwin,Leptidea_sinapis,Yes,Yes,Yes,No,No,Yes
darwin,Sepedon_spinipes,No,No,Yes,No,No,No
darwin,Mellinus_arvensis,No,Yes,No,No,No,No
darwin,Epirrita_christyi,No,Yes,Yes,No,No,No
darwin,Corixa_punctata,No,No,Yes,No,No,No
darwin,Corizus_hyoscyami,Yes,Yes,Yes,No,No,No
darwin,Plemyria_rubiginata,Yes,Yes,No,No,No,No
darwin,Ptychoptera_contaminata,No,No,Yes,No,No,No
darwin,Denticollis_linearis,Yes,Yes,Yes,No,No,No
darwin,Ennomos_fuscantarius,Yes,Yes,Yes,No,No,Yes
darwin,Sympetrum_striolatum,Yes,Yes,No,No,No,Yes
darwin,Nomada_fabriciana,Yes,Yes,Yes,No,No,Yes
darwin,Thecocarcelia_acutangulata,Yes,Yes,Yes,No,No,Yes
darwin,Acleris_cristana,Yes,No,Yes,No,No,No
darwin,Nemoura_dubitans,Yes,Yes,Yes,No,No,Yes
darwin,Epicampocera_succincta,Yes,Yes,Yes,No,No,No
darwin,Ecdyonurus_torrentis,Yes,Yes,Yes,No,No,Yes
darwin,Nemurella_pictetii,Yes,Yes,Yes,No,No,Yes
darwin,Meganola_albula,Yes,Yes,Yes,No,No,Yes
darwin,Anomoia_purmunda,Yes,Yes,No,No,No,Yes
darwin,Melanostoma_scalare,Yes,Yes,No,No,No,Yes
darwin,Roeseliana_roeselii,Yes,Yes,Yes,No,No,No
darwin,Tytthaspis_sedecimpunctata,No,Yes,No,No,No,No
darwin,Anatis_ocellata,Yes,Yes,No,No,No,No
darwin,Nola_cucullatella,Yes,Yes,No,No,No,No
darwin,Agriphila_geniculea,Yes,Yes,Yes,No,No,Yes
darwin,Epagoge_grotiana,Yes,Yes,No,No,No,Yes
darwin,Agriphila_straminella,Yes,Yes,No,No,No,Yes
darwin,Criorhina_berberina,Yes,Yes,Yes,No,No,Yes
darwin,Melitaea_cinxia,Yes,Yes,Yes,No,No,Yes
darwin,Spilosoma_lubricipeda,Yes,Yes,Yes,No,No,Yes
darwin,Habrophlebia_fusca,No,No,Yes,No,No,No
darwin,Deilephila_porcellus,Yes,Yes,Yes,No,No,Yes
darwin,Athripsodes_bilineatus,No,No,Yes,No,No,No
darwin,Erebia_aethiops,Yes,Yes,Yes,No,No,Yes
darwin,Barypeithes_pellucidus,No,No,Yes,No,No,No
darwin,Neocochylis_molliculana,Yes,No,No,No,No,Yes
darwin,Stenoptilia_pterodactyla,No,Yes,Yes,No,No,No
darwin,Physocephala_rufipes,Yes,Yes,Yes,No,No,Yes
darwin,Yponomeuta_plumbellus,Yes,No,No,No,No,Yes
darwin,Evergestis_limbata,Yes,Yes,Yes,No,No,No
darwin,Triodia_sylvina,Yes,Yes,No,No,Yes,No
darwin,Celastrina_argiolus,Yes,Yes,No,No,No,Yes
darwin,Helcystogramma_rufescens,No,Yes,No,No,No,No
darwin,Stenocorus_meridianus,No,No,Yes,No,No,No
darwin,Rhithrogena_germanica,Yes,No,No,No,No,Yes
darwin,Euclidia_mi,Yes,Yes,No,No,No,No
darwin,Xestia_sexstrigata,Yes,Yes,No,No,No,No
darwin,Chloromyia_formosa,Yes,Yes,Yes,No,No,No
darwin,Eristalinus_sepulchralis,Yes,No,Yes,No,No,Yes
darwin,Euclidia_glyphica,No,Yes,No,No,No,No
darwin,Tinea_semifulvella,Yes,Yes,Yes,No,No,Yes
darwin,Syritta_pipiens,Yes,Yes,No,No,Yes,Yes
darwin,Pammene_regiana,Yes,Yes,No,No,No,No
darwin,Hedya_salicella,Yes,Yes,Yes,No,No,Yes
darwin,Baetis_rhodani,No,Yes,Yes,No,No,No
darwin,Pandemis_cerasana,No,Yes,Yes,No,No,No
darwin,Brachyptera_risi,Yes,Yes,Yes,No,No,No
darwin,Chloroperla_tripunctata,Yes,No,Yes,No,No,No
darwin,Adalia_bipunctata,Yes,Yes,Yes,No,No,Yes
darwin,Eupsilia_transversa,Yes,Yes,Yes,No,No,Yes
darwin,Anopheles_coluzzii,No,No,No,No,No,No
darwin,Tabanus_bromius,Yes,Yes,Yes,No,No,No
darwin,Meconema_thalassinum,Yes,Yes,Yes,No,No,Yes
darwin,Lasioglossum_calceatum,Yes,No,Yes,No,No,Yes
darwin,Bombylius_major,Yes,Yes,Yes,No,No,Yes
darwin,Aricia_agestis,Yes,Yes,No,No,No,Yes
darwin,Watsonalla_cultraria,Yes,Yes,No,No,No,No
darwin,Rivula_sericealis,No,Yes,No,No,No,No
darwin,Noctua_pronuba,Yes,Yes,Yes,No,No,Yes
darwin,Leucozona_laternaria,Yes,Yes,No,No,No,No
darwin,Ferdinandea_cuprea,Yes,Yes,No,No,No,No
darwin,Thera_britannica,Yes,Yes,No,No,No,No
darwin,Empis_tessellata,No,Yes,No,No,No,No
darwin,Liopterus_haemorrhoidalis,No,No,Yes,No,No,No
darwin,Boloria_selene,Yes,Yes,Yes,No,No,Yes
darwin,Conistra_vaccinii,No,Yes,Yes,No,No,No
darwin,Cyclophora_punctaria,No,No,Yes,No,No,No
darwin,Brachycentrus_subnubilus,No,No,Yes,No,No,No
darwin,Athysanus_argentarius,No,Yes,Yes,No,No,No
darwin,Pararge_aegeria,Yes,Yes,No,No,No,Yes
darwin,Phycita_roborella,Yes,Yes,No,No,No,No
darwin,Phania_funesta,No,No,Yes,No,No,No
darwin,Apotomis_betuletana,Yes,Yes,Yes,No,No,Yes
darwin,Globia_sparganii,Yes,Yes,Yes,No,No,No
darwin,Chorthippus_brunneus,Yes,Yes,Yes,No,No,Yes
darwin,Melangyna_compositarum,No,Yes,Yes,No,No,No
darwin,Anabolia_nervosa,Yes,No,Yes,No,No,No
darwin,Pyrgus_malvae,Yes,Yes,Yes,No,Yes,Yes
darwin,Pandemis_corylana,Yes,Yes,No,No,No,Yes
darwin,Limnephilus_affinis,No,No,Yes,No,No,No
darwin,Chloroclystis_v-ata,Yes,Yes,No,No,No,Yes
darwin,Linnaemya_tessellans,Yes,Yes,Yes,No,No,No
darwin,Cydia_splendana,Yes,Yes,Yes,No,No,Yes
darwin,Aplocera_efformata,Yes,Yes,Yes,No,No,Yes
darwin,Prays_ruficeps,No,Yes,No,No,No,No
darwin,Batrachedra_praeangusta,Yes,Yes,No,No,No,Yes
darwin,Bombus_campestris,Yes,Yes,Yes,No,No,Yes
darwin,Plea_minutissima,Yes,Yes,Yes,No,No,No
darwin,Chironomus_plumosus,No,No,Yes,No,No,No
darwin,Hecatera_dysodea,Yes,Yes,Yes,No,No,Yes
darwin,Plagodis_dolabraria,No,Yes,Yes,No,No,No
darwin,Callomyia_amoena,Yes,Yes,No,No,No,Yes
darwin,Pterostoma_palpinum,No,Yes,No,No,No,No
darwin,Lasioglossum_leucozonium,Yes,Yes,No,No,No,Yes
darwin,Chilocorus_renipustulatus,Yes,Yes,Yes,No,No,Yes
darwin,Allophyes_oxyacanthae,Yes,No,Yes,No,No,Yes
darwin,Nebria_salina,Yes,Yes,Yes,No,No,Yes
darwin,Crocallis_elinguaria,Yes,Yes,Yes,No,No,Yes
darwin,Watsonalla_binaria,Yes,Yes,Yes,No,No,Yes
darwin,Odontocerum_albicorne,Yes,Yes,Yes,No,No,No
darwin,Hybos_femoratus,No,Yes,No,No,No,No
darwin,Drosophila_obscura,No,No,Yes,No,No,No
darwin,Boloria_euphrosyne,No,No,Yes,No,No,No
darwin,Coenonympha_pamphilus,No,Yes,No,No,Yes,No
darwin,Aphelocheirus_aestivalis,Yes,Yes,Yes,No,No,No
darwin,Operophtera_fagata,Yes,Yes,No,No,No,No
darwin,Nysson_spinosus,Yes,Yes,Yes,No,No,Yes
darwin,Udea_prunalis,Yes,Yes,No,No,No,Yes
darwin,Herminia_grisealis,Yes,Yes,No,No,No,No
darwin,Bombus_hypnorum,Yes,Yes,Yes,No,No,Yes
darwin,Melinopterus_prodromus,No,No,Yes,No,No,No
darwin,Ptychoptera_albimana,No,No,Yes,No,No,No
darwin,Eupeodes_corollae,Yes,Yes,Yes,No,No,Yes
darwin,Pseudoips_prasinana,Yes,Yes,No,No,No,No
