Project,Species,PacBio?,10x?,HiC-Arima2?,HiC-Dovetail?,HiC-Qiagen?,Primary Assembly?
darwin,Venerupis_corrugata,Yes,No,Yes,No,No,No
darwin,Biomphalaria_glabrata,Yes,No,Yes,No,No,No
darwin,Melarhaphe_neritoides,No,No,Yes,No,No,No
darwin,Nucula_hanleyi,No,No,Yes,No,No,No
darwin,Patella_vulgata,Yes,Yes,Yes,No,No,No
darwin,Trivia_monacha,Yes,Yes,Yes,No,No,No
darwin,Bithynia_tentaculata,No,No,Yes,No,No,No
darwin,Planorbis_planorbis,Yes,Yes,Yes,No,No,No
darwin,Ancylus_fluviatilis,Yes,Yes,Yes,No,No,No
darwin,Lymnaea_stagnalis,No,Yes,Yes,No,No,No
darwin,Steromphala_cineraria,Yes,Yes,Yes,No,No,Yes
darwin,Gibbula_magus,Yes,Yes,Yes,No,No,Yes
darwin,Tritia_reticulata,Yes,Yes,Yes,No,No,No
darwin,Mimachlamys_varia,Yes,Yes,No,No,No,No
darwin,Perophora_japonica,No,No,Yes,No,No,No
darwin,Ascidiella_aspersa,No,No,Yes,No,No,No
darwin,Aplidium_turbinatum,Yes,Yes,Yes,No,No,Yes
darwin,Styela_clava,Yes,Yes,Yes,No,No,No
darwin,Corella_eumyota,No,No,Yes,No,No,No
darwin,Dendrodoa_grossularia,No,Yes,No,No,No,No
darwin,Clavelina_lepadiformis,Yes,Yes,Yes,No,No,No
darwin,Ascidia_mentula,Yes,No,No,No,No,Yes
darwin,Scathophaga_furcata,No,No,Yes,No,No,No
darwin,Dolichopus_griseipennis,No,No,Yes,No,No,No
darwin,Athalia_circularis,Yes,No,No,No,No,Yes
darwin,Morophaga_choragella,Yes,Yes,No,No,No,No
darwin,Ptycholomoides_aeriferana,Yes,Yes,No,No,No,Yes
darwin,Glyphipterix_simpliciella,No,Yes,No,No,No,No
darwin,Anthophora_furcata,Yes,Yes,No,No,No,No
darwin,Bombus_vestalis,No,Yes,No,No,No,No
darwin,Ephemera_danica,No,No,Yes,No,No,No
darwin,Ophion_luteus,Yes,Yes,Yes,No,No,Yes
darwin,Mythimna_albipuncta,Yes,Yes,Yes,No,No,Yes
darwin,Nymphalis_polychloros,Yes,Yes,Yes,No,No,Yes
darwin,Argyresthia_goedartella,Yes,Yes,No,No,No,Yes
darwin,Rhagonycha_fulva,Yes,Yes,Yes,No,No,Yes
darwin,Cheilosia_scutellata,No,No,Yes,No,No,No
darwin,Coenonympha_tullia,Yes,Yes,No,No,No,No
darwin,Phlogophora_meticulosa,Yes,Yes,No,No,No,Yes
darwin,Comibaena_bajularia,No,Yes,Yes,No,No,No
darwin,Hydropsyche_instabilis,No,No,Yes,No,No,No
darwin,Biston_betularia,Yes,Yes,Yes,No,No,Yes
darwin,Eilema_griseolum,Yes,Yes,No,No,Yes,No
darwin,Stomorhina_lunata,Yes,No,Yes,No,No,Yes
darwin,Lasioglossum_morio,Yes,Yes,Yes,No,No,Yes
darwin,Anaspis_maculata,No,No,Yes,No,No,No
darwin,Tyria_jacobaeae,No,Yes,Yes,No,No,No
darwin,Toxoneura_muliebris,No,No,Yes,No,No,No
darwin,Stenocranus_minutus,Yes,No,Yes,No,No,No
darwin,Leptogaster_cylindrica,No,No,Yes,No,No,No
darwin,Phasia_obesa,Yes,Yes,No,No,No,No
darwin,Clytus_arietis,Yes,Yes,Yes,No,No,No
darwin,Erynnis_tages,Yes,Yes,No,No,No,Yes
darwin,Ophion_obscuratus,No,Yes,Yes,No,No,No
darwin,Aporia_crataegi,Yes,Yes,Yes,No,No,Yes
darwin,Celypha_lacunana,No,Yes,No,No,No,No
darwin,Amphipyra_tragopoginis,Yes,Yes,No,No,No,Yes
darwin,Xestia_xanthographa,Yes,Yes,No,No,No,Yes
darwin,Pycnomerus_fuliginosus,No,No,Yes,No,No,No
darwin,Xylota_sylvarum,Yes,Yes,No,No,No,Yes
darwin,Eilema_lurideolum,No,No,Yes,No,No,No
darwin,Milichia_ludens,No,No,Yes,No,No,No
darwin,Bombus_pratorum,Yes,Yes,Yes,No,No,Yes
darwin,Ypsolopha_sequella,Yes,Yes,No,No,No,Yes
darwin,Athripsodes_cinereus,No,Yes,Yes,No,No,No
darwin,Aphodius_fossor,No,No,Yes,No,No,No
darwin,Scythropia_crataegella,No,No,Yes,No,No,No
darwin,Pheosia_tremula,Yes,Yes,Yes,No,No,Yes
darwin,Rhyzobius_forestieri,No,No,Yes,No,No,No
darwin,Nephrotoma_flavescens,Yes,No,Yes,No,No,Yes
darwin,Agrochola_macilenta,Yes,Yes,Yes,No,No,Yes
darwin,Luperina_testacea,Yes,Yes,Yes,No,No,Yes
darwin,Agrypnus_murinus,Yes,Yes,Yes,No,No,Yes
darwin,Drosophila_subobscura,No,No,Yes,No,No,No
darwin,Megachile_ligniseca,Yes,Yes,Yes,No,No,Yes
darwin,Synanthedon_tipuliformis,No,Yes,No,No,No,No
darwin,Clepsis_dumicolana,No,No,Yes,No,No,No
darwin,Tinea_trinotella,Yes,Yes,Yes,No,No,Yes
darwin,Braula_coeca,No,No,Yes,No,No,No
darwin,Philereme_vetulata,Yes,Yes,Yes,No,No,Yes
darwin,Stictopleurus_punctatonervosus,No,No,Yes,No,No,No
darwin,Malachius_bipustulatus,Yes,Yes,Yes,No,No,Yes
darwin,Nymphalis_urticae,Yes,Yes,No,No,No,Yes
darwin,Pieris_brassicae,Yes,Yes,No,No,Yes,Yes
darwin,Pieris_rapae,Yes,Yes,No,No,No,Yes
darwin,Agapetus_fuscipes,No,No,Yes,No,No,No
darwin,Agonopterix_ocellana,Yes,Yes,Yes,No,No,No
darwin,Nematus_tibialis,No,No,Yes,No,No,No
darwin,Icerya_purchasi,Yes,No,No,No,No,No
darwin,Propylea_quattuordecimpunctata,Yes,Yes,Yes,No,No,Yes
darwin,Cantharis_rustica,Yes,Yes,Yes,No,No,Yes
darwin,Pyrausta_purpuralis,No,Yes,No,No,No,No
darwin,Vespula_germanica,Yes,Yes,Yes,No,No,Yes
darwin,Ablattaria_laevigata,No,No,Yes,No,No,No
darwin,Hydropsyche_siltalai,Yes,Yes,Yes,No,No,No
darwin,Aphrophora_alni,No,Yes,Yes,No,No,No
darwin,Bombylius_discolor,Yes,No,Yes,No,No,Yes
darwin,Apoderus_coryli,Yes,Yes,Yes,No,No,Yes
darwin,Bolitobius_castaneus,No,No,Yes,No,No,No
darwin,Ypsolopha_alpella,Yes,Yes,No,No,No,No
darwin,Cleigastra_apicalis,No,No,Yes,No,No,No
darwin,Ethmia_dodecea,No,Yes,Yes,No,No,No
darwin,Ptilodon_capucinus,Yes,Yes,Yes,No,No,Yes
darwin,Hydromya_dorsalis,No,No,Yes,No,No,No
darwin,Ectropis_crepuscularia,Yes,No,No,No,No,Yes
darwin,Cistogaster_globosa,Yes,Yes,No,No,No,Yes
darwin,Sphinx_pinastri,Yes,No,No,No,No,Yes
darwin,Caradrina_clavipalpis,Yes,Yes,Yes,No,No,Yes
darwin,Scaphidium_quadrimaculatum,No,Yes,No,No,No,No
darwin,Apotomis_turbidana,Yes,Yes,Yes,No,No,Yes
darwin,Hydrophoria_ruralis,No,Yes,Yes,No,No,No
darwin,Habrosyne_pyritoides,Yes,Yes,Yes,No,No,Yes
darwin,Idaea_biselata,No,Yes,No,No,No,No
darwin,Ancistrocerus_nigricornis,Yes,Yes,Yes,No,No,Yes
darwin,Miltochrista_miniata,Yes,Yes,Yes,No,No,No
darwin,Nabis_limbatus,Yes,Yes,No,No,No,No
darwin,Acleris_ferrugana,No,No,Yes,No,No,No
darwin,Acleris_emargana,Yes,Yes,Yes,No,No,Yes
darwin,Charanyca_ferruginea,Yes,Yes,Yes,No,No,No
darwin,Machimus_atricapillus,Yes,No,Yes,No,No,Yes
darwin,Scymnus_frontalis,No,Yes,No,No,No,No
darwin,Ophonus_ardosiacus,Yes,Yes,Yes,No,No,Yes
darwin,Anthocharis_cardamines,Yes,Yes,No,No,Yes,Yes
darwin,Phragmatobia_fuliginosa,Yes,No,Yes,No,No,Yes
darwin,Noctua_fimbriata,Yes,Yes,Yes,No,No,Yes
darwin,Pantilius_tunicatus,Yes,Yes,No,No,No,Yes
darwin,Aporophyla_lueneburgensis,Yes,No,Yes,No,No,Yes
darwin,Vanessa_atalanta,Yes,Yes,No,No,No,Yes
darwin,Eilema_depressum,Yes,Yes,Yes,No,No,Yes
darwin,Tenthredo_livida,Yes,Yes,Yes,No,No,Yes
darwin,Selenia_dentaria,Yes,Yes,Yes,No,No,Yes
darwin,Mimas_tiliae,Yes,Yes,Yes,No,No,Yes
darwin,Cydalima_perspectalis,Yes,Yes,Yes,No,No,No
darwin,Sarcophaga_crassimargo,Yes,Yes,No,No,No,Yes
darwin,Omphaloscelis_lunosa,Yes,Yes,Yes,No,No,Yes
darwin,Hydraecia_micacea,Yes,Yes,Yes,No,No,Yes
darwin,Myrmica_sabuleti,No,No,Yes,No,No,No
darwin,Aphantopus_hyperantus,Yes,Yes,No,No,No,No
darwin,Leptoglossus_occidentalis,Yes,No,No,No,No,No
darwin,Eristalis_tenax,Yes,Yes,No,No,No,Yes
darwin,Hylemya_variata,Yes,No,No,No,No,No
darwin,Cupido_minimus,Yes,Yes,No,No,No,Yes
darwin,Tipula_vernalis,Yes,Yes,Yes,No,No,No
darwin,Hesperia_comma,Yes,Yes,Yes,No,No,Yes
darwin,Philereme_transversata,No,Yes,Yes,No,No,No
darwin,Campaea_margaritaria,Yes,Yes,Yes,No,No,Yes
darwin,Agriotes_lineatus,Yes,No,Yes,No,No,No
darwin,Lucilia_sericata,No,Yes,No,No,No,No
darwin,Limnephilus_lunatus,Yes,Yes,Yes,No,No,Yes
darwin,Tortrix_viridana,No,Yes,No,No,No,No
darwin,Subcoccinella_vigintiquattuorpunctata,Yes,Yes,No,No,No,No
darwin,Oedemera_lurida,Yes,Yes,Yes,No,No,Yes
darwin,Rhyparochromus_vulgaris,No,No,Yes,No,No,No
darwin,Sarcophaga_variegata,Yes,Yes,Yes,No,No,Yes
darwin,Uleiota_planatus,No,No,Yes,No,No,No
darwin,Agrotis_puta,Yes,Yes,Yes,No,No,No
darwin,Tipula_oleracea,No,Yes,Yes,No,No,No
darwin,Hypsopygia_glaucinalis,Yes,Yes,No,No,No,No
darwin,Mompha_ochraceella,Yes,No,No,No,No,No
darwin,Tephritis_neesii,Yes,No,Yes,No,No,No
darwin,Callophrys_rubi,Yes,Yes,No,No,No,No
darwin,Xylocampa_areola,Yes,No,Yes,No,No,No
darwin,Amblyteles_armatorius,Yes,Yes,Yes,No,No,Yes
darwin,Selenia_tetralunaria,Yes,Yes,Yes,No,No,No
darwin,Paragus_haemorrhous,Yes,Yes,No,No,No,No
darwin,Lymantria_monacha,Yes,Yes,No,No,Yes,Yes
darwin,Mesoligia_furuncula,Yes,Yes,Yes,No,No,Yes
darwin,Ditula_angustiorana,Yes,Yes,No,No,No,Yes
darwin,Philopotamus_montanus,No,No,Yes,No,No,No
darwin,Ectemnius_continuus,Yes,Yes,No,No,No,Yes
darwin,Aelia_acuminata,Yes,Yes,Yes,No,No,Yes
darwin,Arenostola_phragmitidis,Yes,Yes,Yes,No,No,No
darwin,Maniola_jurtina,Yes,Yes,No,No,Yes,Yes
darwin,Canthophorus_impressus,Yes,No,Yes,No,No,No
darwin,Mocydia_crocea,Yes,No,No,No,No,No
darwin,Elaphrus_riparius,No,No,Yes,No,No,No
darwin,Sapromyzosoma_quadripunctata,Yes,Yes,No,No,No,No
darwin,Hydraena_rufipes,No,No,Yes,No,No,No
darwin,Papilio_machaon,Yes,Yes,Yes,No,No,Yes
darwin,Argynnis_aglaja,Yes,Yes,No,No,No,No
darwin,Phaonia_angelicae,No,Yes,Yes,No,No,No
darwin,Lasioglossum_malachurum,Yes,Yes,No,No,No,Yes
darwin,Dorcus_parallelipipedus,No,No,Yes,No,No,No
darwin,Volucella_pellucens,Yes,Yes,Yes,No,No,No
darwin,Colias_croceus,Yes,Yes,Yes,No,No,Yes
darwin,Agrochola_circellaris,Yes,Yes,Yes,No,No,Yes
darwin,Hylaea_fasciaria,Yes,Yes,Yes,No,No,Yes
darwin,Scotopteryx_chenopodiata,Yes,No,No,No,No,Yes
darwin,Ypsolopha_scabrella,Yes,Yes,Yes,No,No,Yes
darwin,Ecliptopera_silaceata,Yes,Yes,No,No,No,Yes
darwin,Gnathoncus_nannetensis,No,No,Yes,No,No,No
darwin,Haliplus_sibiricus,No,Yes,Yes,No,No,No
darwin,Leistus_spinibarbis,Yes,No,Yes,No,No,No
darwin,Blastobasis_lacticolella,Yes,Yes,No,No,No,Yes
darwin,Aproaerema_taeniolella,No,No,Yes,No,No,No
darwin,Helina_evecta,Yes,Yes,Yes,No,No,No
darwin,Sarcophaga_rosellei,Yes,Yes,Yes,No,No,Yes
darwin,Sitona_lineatus,No,No,Yes,No,No,No
darwin,Andrena_cineraria,No,Yes,Yes,No,No,No
darwin,Vanessa_cardui,Yes,Yes,No,No,No,Yes
darwin,Gasteruption_jaculator,No,No,Yes,No,No,No
darwin,Closterotomus_trivialis,No,No,Yes,No,No,No
darwin,Griposia_aprilina,Yes,Yes,Yes,No,No,Yes
darwin,Cerceris_rybyensis,Yes,Yes,Yes,No,No,Yes
darwin,Mimumesa_dahlbomi,Yes,Yes,Yes,No,No,Yes
darwin,Orectochilus_villosus,No,Yes,No,No,No,No
darwin,Baetis_niger,No,No,Yes,No,No,No
darwin,Blastobasis_adustella,Yes,Yes,Yes,No,No,Yes
darwin,Epinotia_ramella,Yes,Yes,No,No,No,No
darwin,Rhithrogena_semicolorata,Yes,Yes,No,No,No,No
darwin,Rhingia_rostrata,No,Yes,Yes,No,No,No
darwin,Platycheirus_albimanus,Yes,Yes,Yes,No,No,Yes
darwin,Paromalus_flavicornis,No,No,Yes,No,No,No
darwin,Mellicta_athalia,Yes,Yes,No,No,No,Yes
darwin,Pterostichus_strenuus,No,Yes,No,No,No,No
darwin,Cheilosia_pagana,Yes,Yes,No,No,No,Yes
darwin,Acanthosoma_haemorrhoidale,Yes,Yes,Yes,No,No,Yes
darwin,Epirrhoe_alternata,Yes,Yes,No,No,No,Yes
darwin,Chrysotoxum_verralli,Yes,Yes,Yes,No,No,Yes
darwin,Kageronia_fuscogrisea,No,No,Yes,No,No,No
darwin,Musca_autumnalis,Yes,Yes,Yes,No,No,No
darwin,Pherbellia_cinerella,Yes,Yes,No,No,No,No
darwin,Chrysolina_graminis,No,No,Yes,No,No,No
darwin,Pemphredon_lugubris,Yes,Yes,No,No,No,No
darwin,Epinotia_brunnichana,Yes,No,No,No,No,Yes
darwin,Ischnura_elegans,Yes,Yes,Yes,No,No,Yes
darwin,Xestia_c-nigrum,Yes,Yes,Yes,No,No,Yes
darwin,Choerades_marginata,Yes,Yes,Yes,No,No,No
darwin,Attelabus_nitens,Yes,No,Yes,No,No,No
darwin,Limnephilus_rhombicus,Yes,Yes,Yes,No,No,Yes
darwin,Luffia_ferchaultella,No,No,Yes,No,No,No
darwin,Operophtera_brumata,Yes,No,Yes,No,No,Yes
darwin,Eurydema_oleracea,Yes,No,No,No,No,Yes
darwin,Protodeltote_pygarga,Yes,Yes,Yes,No,No,No
darwin,Limenitis_camilla,Yes,Yes,No,No,No,Yes
darwin,Xanthorhoe_quadrifasciata,Yes,Yes,No,No,No,No
darwin,Photedes_minima,Yes,No,No,No,No,Yes
darwin,Eilema_sororcula,Yes,Yes,Yes,No,No,Yes
darwin,Thecla_betulae,Yes,No,No,No,No,No
darwin,Anthrenus_verbasci,No,No,Yes,No,No,No
darwin,Centroptilum_luteolum,No,No,Yes,No,No,No
darwin,Hippodamia_variegata,Yes,Yes,No,No,No,Yes
darwin,Hydropsyche_pellucidula,No,No,Yes,No,No,No
darwin,Carcina_quercana,Yes,Yes,Yes,No,No,Yes
darwin,Bellardia_pandia,Yes,Yes,Yes,No,No,Yes
darwin,Phaonia_tuguriorum,Yes,Yes,No,No,No,No
darwin,Recurvaria_leucatella,Yes,Yes,No,No,Yes,No
darwin,Sphaerophoria_scripta,Yes,Yes,Yes,No,No,No
darwin,Theria_primaria,Yes,Yes,Yes,No,No,No
darwin,Crassa_unitella,Yes,Yes,Yes,No,No,No
darwin,Empis_livida,Yes,Yes,No,No,No,No
darwin,Evacanthus_interruptus,No,No,Yes,No,No,No
darwin,Hylemya_vagans,Yes,Yes,Yes,No,No,No
darwin,Bembidion_quadrimaculatum,No,No,Yes,No,No,No
darwin,Dryobotodes_eremita,Yes,Yes,Yes,No,No,Yes
darwin,Pyrochroa_serraticornis,Yes,Yes,Yes,No,No,Yes
darwin,Cteniopus_sulphureus,No,Yes,Yes,No,No,No
darwin,Megachile_willughbiella,Yes,Yes,No,No,No,Yes
darwin,Andrena_hattorfiana,Yes,No,Yes,No,No,Yes
darwin,Inachis_io,Yes,Yes,No,No,No,Yes
darwin,Meliscaeva_cinctella,No,Yes,Yes,No,No,No
darwin,Erannis_defoliaria,Yes,Yes,No,No,No,Yes
darwin,Camptogramma_bilineatum,Yes,Yes,No,No,No,Yes
darwin,Tenthredo_notha,Yes,Yes,Yes,No,No,Yes
darwin,Melinda_gentilis,Yes,Yes,Yes,No,No,No
darwin,Clostera_curtula,Yes,Yes,Yes,No,No,Yes
darwin,Lygus_pratensis,Yes,Yes,No,No,No,No
darwin,Meigenia_mutabilis,No,No,Yes,No,No,No
darwin,Eucosma_cana,Yes,Yes,No,No,No,Yes
darwin,Pseudovadonia_livida,No,Yes,Yes,No,No,No
darwin,Orgyia_antiqua,Yes,Yes,Yes,No,No,Yes
darwin,Psoricoptera_gibbosella,Yes,Yes,No,No,No,Yes
darwin,Thricops_semicinereus,Yes,Yes,No,No,No,No
darwin,Peltodytes_caesus,Yes,Yes,No,No,No,No
darwin,Melolontha_melolontha,Yes,No,Yes,No,No,Yes
darwin,Lobophora_halterata,Yes,No,Yes,No,No,Yes
darwin,Ectemnius_lituratus,Yes,Yes,No,No,No,Yes
darwin,Hipparchia_semele,Yes,No,Yes,No,No,No
darwin,Grypocoris_stysi,Yes,Yes,No,No,No,No
darwin,Rhizotrogus_aestivus,No,No,Yes,No,No,No
darwin,Phasia_barbifrons,No,Yes,No,No,No,No
darwin,Chrysogaster_coemiteriorum,Yes,Yes,No,No,No,No
darwin,Scoparia_basistrigalis,No,Yes,Yes,No,No,No
darwin,Notodonta_dromedarius,Yes,Yes,No,No,No,Yes
darwin,Formica_rufa,No,No,Yes,No,No,No
darwin,Eudonia_lacustrata,Yes,Yes,Yes,No,No,No
darwin,Limnophora_riparia,No,No,Yes,No,No,No
darwin,Caradrina_kadenii,Yes,Yes,No,No,No,Yes
darwin,Athrips_mouffetella,Yes,Yes,No,No,No,No
darwin,Rhinocyllus_conicus,Yes,Yes,No,No,No,Yes
darwin,Zeuzera_pyrina,Yes,Yes,Yes,No,No,Yes
darwin,Tachina_fera,Yes,Yes,Yes,No,No,Yes
darwin,Helina_depuncta,Yes,Yes,Yes,No,No,No
darwin,Acrocera_orbiculus,Yes,No,No,No,No,Yes
darwin,Metalampra_italica,No,Yes,No,No,No,No
darwin,Cheilosia_proxima,No,No,Yes,No,No,No
darwin,Anaspis_frontalis,No,No,Yes,No,No,No
darwin,Lasioglossum_fulvicorne,No,No,Yes,No,No,No
darwin,Shargacucullia_verbasci,Yes,Yes,No,No,No,No
darwin,Helina_quadrum,Yes,Yes,No,No,No,No
darwin,Merzomyia_westermanni,Yes,Yes,Yes,No,No,Yes
darwin,Prays_fraxinella,No,Yes,No,No,No,No
darwin,Epinotia_nisella,Yes,No,Yes,No,No,No
darwin,Dioctria_rufipes,Yes,Yes,No,No,No,No
darwin,Harpalus_rufipes,Yes,No,Yes,No,No,No
darwin,Autographa_pulchrina,Yes,Yes,Yes,No,No,Yes
darwin,Argyresthia_brockeella,No,Yes,Yes,No,No,No
darwin,Polysphincta_tuberosa,Yes,No,No,No,No,No
darwin,Agrilus_sulcicollis,No,No,Yes,No,No,No
darwin,Macrochilo_cribrumalis,Yes,Yes,No,No,No,No
darwin,Notocelia_uddmanniana,Yes,Yes,No,No,Yes,Yes
darwin,Ledra_aurita,Yes,No,Yes,No,No,No
darwin,Anarsia_innoxiella,No,No,Yes,No,No,No
darwin,Delia_platura,Yes,Yes,No,No,No,Yes
darwin,Nemoura_lacustris,No,No,Yes,No,No,No
darwin,Lasiommata_megera,Yes,Yes,Yes,No,No,Yes
darwin,Acleris_sparsana,Yes,Yes,Yes,No,No,Yes
darwin,Polydrusus_cervinus,Yes,No,Yes,No,No,No
darwin,Euplexia_lucipara,Yes,Yes,Yes,No,No,Yes
darwin,Yponomeuta_sedellus,Yes,No,Yes,No,No,Yes
darwin,Melanostoma_mellinum,Yes,Yes,Yes,No,No,Yes
darwin,Sericostoma_personatum,Yes,Yes,No,No,No,No
darwin,Parapoynx_stratiotata,Yes,Yes,Yes,No,No,Yes
darwin,Orthosia_cerasi,Yes,No,Yes,No,No,No
darwin,Thumatha_senex,Yes,Yes,No,No,No,Yes
darwin,Atherix_ibis,No,No,Yes,No,No,No
darwin,Rhaphigaster_nebulosa,No,Yes,Yes,No,No,No
darwin,Xestia_triangulum,Yes,No,No,No,No,No
darwin,Nymphalis_c-album,Yes,Yes,No,No,No,Yes
darwin,Acleris_rhombana,Yes,Yes,No,No,No,No
darwin,Itoplectis_maculator,No,No,Yes,No,No,No
darwin,Apatura_iris,Yes,Yes,No,No,No,Yes
darwin,Cydia_succedana,No,No,Yes,No,No,No
darwin,Lycaena_phlaeas,Yes,Yes,Yes,No,No,Yes
darwin,Protocalliphora_azurea,Yes,Yes,Yes,No,No,Yes
darwin,Sarcophaga_subvicina,Yes,Yes,Yes,No,No,No
darwin,Bombus_terrestris,Yes,Yes,Yes,No,No,Yes
darwin,Dolycoris_baccarum,Yes,Yes,Yes,No,No,No
darwin,Bombus_pascuorum,Yes,Yes,Yes,No,No,Yes
darwin,Poecilobothrus_nobilitatus,No,No,Yes,No,No,No
darwin,Hofmannophila_pseudospretella,No,Yes,No,No,No,No
darwin,Nemoura_avicularis,No,No,Yes,No,No,No
darwin,Pterophorus_pentadactyla,No,Yes,No,No,No,No
darwin,Phalera_bucephala,Yes,Yes,No,No,Yes,No
darwin,Rhagio_lineola,No,Yes,Yes,No,No,No
darwin,Philonthus_cognatus,Yes,Yes,No,No,No,Yes
darwin,Phyto_melanocephala,Yes,Yes,No,No,No,No
darwin,Gymnosoma_rotundatum,Yes,Yes,Yes,No,No,Yes
darwin,Erebia_epiphron,Yes,No,Yes,No,No,Yes
darwin,Coremacera_marginata,Yes,Yes,Yes,No,No,Yes
darwin,Dysstroma_truncata,Yes,No,Yes,No,No,No
darwin,Mythimna_impura,Yes,Yes,No,No,Yes,Yes
darwin,Sarcophaga_caerulescens,Yes,Yes,Yes,No,No,Yes
darwin,Ypsolopha_parenthesella,Yes,No,No,No,No,No
darwin,Ochropleura_plecta,Yes,Yes,Yes,No,No,Yes
darwin,Ennomos_erosarius,Yes,No,No,No,No,No
darwin,Hydriomena_furcata,Yes,Yes,Yes,No,No,Yes
darwin,Eupteryx_origani,No,No,Yes,No,No,No
darwin,Graphomya_maculata,No,Yes,Yes,No,No,No
darwin,Epermenia_falciformis,No,Yes,Yes,No,No,No
darwin,Bombus_hortorum,Yes,Yes,Yes,No,No,Yes
darwin,Archips_podanus,Yes,Yes,No,No,No,Yes
darwin,Hydropsyche_angustipennis,No,No,Yes,No,No,No
darwin,Eristalis_pertinax,Yes,Yes,Yes,No,No,Yes
darwin,Hypsopygia_costalis,Yes,Yes,Yes,No,No,No
darwin,Tinea_pellionella,No,No,Yes,No,No,No
darwin,Perizoma_alchemillatum,Yes,Yes,No,No,No,Yes
darwin,Eupeodes_luniger,Yes,No,No,No,No,No
darwin,Sarcophaga_incisilobata,No,Yes,Yes,No,No,No
darwin,Furcula_furcula,Yes,Yes,Yes,No,No,Yes
darwin,Opostega_salaciella,No,Yes,No,No,No,No
darwin,Dromius_quadrimaculatus,Yes,Yes,No,No,No,Yes
darwin,Merodon_equestris,No,No,Yes,No,No,No
darwin,Archips_xylosteana,Yes,No,No,No,No,Yes
darwin,Nicrophorus_vespillo,No,No,Yes,No,No,No
darwin,Hydroporus_planus,No,No,Yes,No,No,No
darwin,Eupithecia_centaureata,Yes,Yes,Yes,No,No,Yes
darwin,Agonopterix_heracliana,Yes,No,No,No,No,Yes
darwin,Bibio_marci,Yes,Yes,Yes,No,No,Yes
darwin,Closterotomus_norwegicus,No,No,Yes,No,No,No
darwin,Notiophilus_biguttatus,Yes,No,No,No,No,No
darwin,Catocala_fraxini,Yes,Yes,Yes,No,No,No
darwin,Drepanepteryx_phalaenoides,Yes,Yes,Yes,No,No,No
darwin,Melangyna_umbellatarum,Yes,Yes,Yes,No,No,No
darwin,Ponera_coarctata,No,No,Yes,No,No,No
darwin,Gonocerus_acuteangulatus,Yes,Yes,Yes,No,No,Yes
darwin,Calliphora_vomitoria,Yes,No,No,No,No,No
darwin,Abraeus_perpusillus,No,No,Yes,No,No,No
darwin,Myrmica_ruginodis,Yes,Yes,Yes,No,No,Yes
darwin,Aphodius_erraticus,No,No,Yes,No,No,No
darwin,Marasmarcha_lunaedactyla,Yes,Yes,Yes,No,No,Yes
darwin,Rhopalus_parumpunctatus,Yes,No,No,No,No,No
darwin,Amphinemura_sulcicollis,No,No,Yes,No,No,No
darwin,Epistrophe_grossulariae,Yes,Yes,Yes,No,No,Yes
darwin,Hydropsyche_contubernalis,No,No,Yes,No,No,No
darwin,Baccha_elongata,Yes,Yes,No,No,No,Yes
darwin,Eurithia_anthophila,No,Yes,Yes,No,No,No
darwin,Crambus_lathoniellus,No,Yes,No,No,No,No
darwin,Lepidostoma_basale,No,No,Yes,No,No,No
darwin,Pegoplata_aestiva,No,Yes,No,No,No,No
darwin,Nemophora_degeerella,No,Yes,No,No,No,No
darwin,Suillia_variegata,No,No,Yes,No,No,No
darwin,Plebejus_argus,Yes,Yes,No,No,No,Yes
darwin,Vespa_crabro,Yes,Yes,Yes,No,No,Yes
darwin,Euthrix_potatoria,No,Yes,No,No,No,No
darwin,Clusia_tigrina,Yes,Yes,Yes,No,No,Yes
darwin,Eriothrix_rufomaculata,Yes,Yes,Yes,No,No,No
darwin,Hebecnema_fumosa,No,Yes,Yes,No,No,No
darwin,Pammene_fasciana,Yes,Yes,Yes,No,No,Yes
darwin,Sarcophaga_carnaria,Yes,No,No,No,No,No
darwin,Idaea_aversata,Yes,Yes,Yes,No,No,Yes
darwin,Aphodius_rufipes,No,No,Yes,No,No,No
darwin,Bena_bicolorana,Yes,No,Yes,No,No,No
darwin,Noctua_comes,Yes,No,No,No,No,Yes
darwin,Oxypselaphus_obscurus,No,No,Yes,No,No,No
darwin,Gymnocheta_viridis,Yes,No,Yes,No,No,No
darwin,Laspeyria_flexula,Yes,Yes,No,No,No,Yes
darwin,Colostygia_pectinataria,Yes,Yes,No,No,No,Yes
darwin,Clepsis_spectrana,Yes,Yes,Yes,No,No,No
darwin,Pseudococcus_viburni,No,No,No,No,No,No
darwin,Leuctra_hippopus,No,Yes,No,No,No,No
darwin,Baetis_vernus,No,No,Yes,No,No,No
darwin,Biston_stratarius,No,No,Yes,No,No,No
darwin,Raglius_alboacuminatus,No,No,Yes,No,No,No
darwin,Oedemera_nobilis,Yes,Yes,Yes,No,No,No
darwin,Ocypus_olens,Yes,Yes,Yes,No,No,Yes
darwin,Chloroclysta_siterata,Yes,No,Yes,No,No,Yes
darwin,Cheilosia_impressa,No,No,Yes,No,No,No
darwin,Melanargia_galathea,Yes,Yes,No,No,No,Yes
darwin,Abrostola_tripartita,Yes,Yes,Yes,No,No,Yes
darwin,Polycentropus_irroratus,Yes,Yes,No,No,No,Yes
darwin,Craniophora_ligustri,Yes,Yes,Yes,No,No,Yes
